,LocusTag,Length,Entry,EntryName,Status,ProteinNames,GeneNames,LocusTag,UpdatedSymbol,Symbol_gtf,x77459_Emp1_1,x77460_Emp2_2,x77461_Emp3_3,x77456_TosR1_1,x77457_TosR2_2,x77458_TosR3_3,logFC,logCPM,LR,PValue,FDR,DE
1240,c2269,323,A0A0H2V866,A0A0H2V866_ECOL6,unreviewed,Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243) (Kdo(2)-lauroyl-lipid IV(A) myristoyltransferase),msbB lpxM c2269,c2269,"msbB,lpxM",msbB,14.17760179,10.29586402,14.02087469,14.4965027,14.18401144,12.16982741,0.091982815,3.74137617,0.074700405,0.784612048,0.943166432,no
2730,c4839,92,A0A0H2VFF8,A0A0H2VFF8_ECOL6,unreviewed,Uncharacterized protein,c4839,c4839,,c4839,2.999108071,2.542188646,2.417392188,3.118769504,3.363219207,2.044531005,0.101175838,1.545140162,0.072790677,0.787316066,0.944849469,no
1759,c3139,113,P0A938,BAME_ECOL6,reviewed,Outer membrane protein assembly factor BamE,bamE smpA c3139,c3139,"bamE,smpA",c3139,6.679831612,7.563011221,3.988697111,6.584068954,4.533034584,5.841517158,-0.101249719,2.612655528,0.072768916,0.787347096,0.944849469,no
3071,c5468,239,Q8FA51,DEOD_ECOL6,reviewed,Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1),deoD c5468,c5468,deoD,deoD,23.31124909,24.405011,17.16348454,21.71587655,14.03778452,24.92380654,-0.093373905,4.404439476,0.072715085,0.787423877,0.944849469,no
2215,c3981,165,A0A0H2VDW6,A0A0H2VDW6_ECOL6,unreviewed,Stringent starvation protein B,sspB c3981,c3981,sspB,sspB,11.31481681,11.12207533,8.21913344,8.027943724,11.11324608,9.833220549,-0.091742148,3.335153009,0.072469881,0.787774006,0.944914501,no
315,c0556,90,P0ACF5,DBHB_ECOL6,reviewed,DNA-binding protein HU-beta (HU-1) (NS1),hupB c0556,c0556,hupB,hupB,55.07453002,53.19529741,50.40262713,52.32602169,56.73604575,59.09668191,0.083394185,5.772003211,0.071551691,0.789090774,0.945554454,no
239,c0426,776,A0A0H2V5A3,A0A0H2V5A3_ECOL6,unreviewed,Uncharacterized protein,c0426,c0426,,c0426,6.27086233,3.876837685,4.834784377,5.659989101,4.094353817,5.938875777,0.09687137,2.403067164,0.071478633,0.789195935,0.945554454,no
3078,c5475,417,A0A0H2VEB9,A0A0H2VEB9_ECOL6,unreviewed,Transcriptional regulator nadR,nadR c5475,c5475,nadR,nadR,23.72021838,41.75544851,44.11740744,29.10851538,40.50485741,47.70572346,0.094690187,5.248122562,0.070581095,0.790492578,0.946752739,no
2588,c4620,135,A0A0H2VF64,A0A0H2VF64_ECOL6,unreviewed,Uncharacterized protein,yidB c4620,c4620,yidB,yidB,6.27086233,8.706996112,10.2739168,7.565903798,4.825488428,11.00152398,-0.104162508,3.060573202,0.069906058,0.791473609,0.947217104,no
772,c1365,413,P0AAI6,FABF_ECOL6,reviewed,3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II),fabF c1365,c1365,fabF,fabF,135.5051556,129.0796285,105.2774298,102.3418437,128.6796914,116.1488328,-0.091869565,6.902772392,0.070091451,0.791203675,0.947217104,no
268,c0496,63,P0AAN6,YAIA_ECOL6,reviewed,Uncharacterized protein YaiA,yaiA c0496,c0496,yaiA,yaiA,2.3174926,2.033750917,2.538261798,2.425709615,2.193403831,2.628682721,0.095876303,1.341716547,0.06723464,0.795406532,0.947275461,no
309,c0548,105,P0ABE3,BOLA_ECOL6,reviewed,DNA-binding transcriptional regulator BolA,bolA c0548,c0548,bolA,bolA,33.80812734,39.34036929,47.5017565,44.12481299,30.56142671,53.44988199,0.088715981,5.382012367,0.069168497,0.792551316,0.947275461,no
1387,c2534,109,P0A8M7,YEEX_ECOL6,reviewed,UPF0265 protein YeeX,yeeX c2534,c2534,yeeX,yeeX,65.29876208,70.10085191,53.78697619,70.40333381,49.57092657,58.12309572,-0.086102852,5.941627272,0.068663351,0.793292973,0.947275461,no
469,c0827,132,A0A0H2V5B7,A0A0H2V5B7_ECOL6,unreviewed,Putative conserved protein,c0827,c0827,,c0827,1.499554035,3.495509388,3.263479454,3.638564422,2.047176909,3.212834437,0.106975606,1.645783686,0.067664035,0.794768808,0.947275461,no
2056,c3740,141,P0ABV3,EXBD_ECOL6,reviewed,Biopolymer transport protein ExbD,exbD c3740,c3740,exbD,exbD,16.2224482,15.06246773,20.91044243,18.13506712,14.18401144,16.6483239,-0.085734054,4.091772032,0.06633459,0.796750344,0.947275461,no
2331,c4135,187,A0A0H2VE29,A0A0H2VE29_ECOL6,unreviewed,Para-aminobenzoate synthase glutamine amidotransferase component II (EC 4.1.3.-),pabA c4135,c4135,pabA,pabA,1.226907847,1.779532052,2.538261798,1.617139743,2.485857675,2.044531005,0.108498752,1.072996342,0.06679002,0.796069162,0.947275461,no
2196,c3958,188,P67653,KDSC_ECOL6,reviewed,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC (EC 3.1.3.45) (KDO 8-P phosphatase),kdsC c3958,c3958,kdsC,yrbI,10.76952444,14.42692057,14.50435313,13.63017783,12.42928837,11.39095846,-0.085834847,3.708617177,0.066676356,0.796238935,0.947275461,no
1330,c2391,210,A0A0H2V8G2,A0A0H2V8G2_ECOL6,unreviewed,Uncharacterized protein,yodA c2391,c2391,yodA,yodA,2.999108071,4.258165982,2.538261798,3.638564422,3.070765363,3.894344772,0.095020344,1.862562727,0.068209708,0.793961502,0.947275461,no
1665,c3013,233,P69932,HDA_ECOL6,reviewed,DnaA regulatory inactivator Hda,hda c3013,c3013,hda,yfgE,62.02700783,60.6311992,57.53393408,63.29946994,80.2785802,47.90044069,0.086418473,5.956224352,0.067104646,0.795600022,0.947275461,no
1726,c3099,245,Q8FF14,TRMN6_ECOL6,reviewed,tRNA1(Val) (adenine(37)-N6)-methyltransferase (EC 2.1.1.223) (tRNA m6A37 methyltransferase),yfiC c3099,c3099,yfiC,yfiC,9.133647306,6.736799911,8.460872659,8.374473669,13.59910375,4.381137868,0.108511485,3.09210079,0.066259779,0.796862477,0.947275461,no
2871,c5076,247,A0A0H2VES8,A0A0H2VES8_ECOL6,unreviewed,Uncharacterized protein,yjcO c5076,c5076,yjcO,yjcO,4.6349852,4.512384846,4.472175549,3.580809431,8.334934557,3.115475817,0.108489436,2.28001117,0.06772538,0.794677877,0.947275461,no
2244,c4024,293,P0A8T2,PRMA_ECOL6,reviewed,Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-),prmA c4024,c4024,prmA,prmA,11.587463,22.4348148,15.95478844,17.49976222,19.30195371,16.74568252,0.090065914,4.128859016,0.066308127,0.796790002,0.947275461,no
3030,c5379,301,A0A0H2VE61,A0A0H2VE61_ECOL6,unreviewed,Uncharacterized protein,c5379,c5379,,c5379,3.817046635,2.033750917,1.571304922,2.252444642,3.655673051,2.141889625,0.111342168,1.426819236,0.067377544,0.795194054,0.947275461,no
1402,c2554,337,A0A0H2VAY8,A0A0H2VAY8_ECOL6,unreviewed,Chain length determinant protein,wzzB c2554,c2554,wzzB,wzzB,73.88711701,87.3877347,68.65393815,78.0269926,113.6183184,54.03403371,0.093714599,6.311256329,0.066985791,0.795777109,0.947275461,no
2122,c3842,378,Q8FDE5,RLMG_ECOL6,reviewed,Ribosomal RNA large subunit methyltransferase G (EC 2.1.1.174) (23S rRNA m2G1835 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RlmG),rlmG c3842,c3842,rlmG,ygjO,4.362339012,3.686173536,2.296522579,3.118769504,6.43398457,1.947172386,0.117329162,1.904582292,0.067465976,0.79506269,0.947275461,no
894,c1659,642,A0A0H2V6Y2,A0A0H2V6Y2_ECOL6,unreviewed,Glycerol metabolism operon Regulatory protein,c1659,c1659,,c1659,7.361447083,13.60070926,15.10870118,14.84303264,11.84438069,11.87775155,0.094760825,3.665581873,0.067470776,0.795055562,0.947275461,no
2041,c3705,723,Q8FDN6,MASZ_ECOL6,reviewed,Malate synthase G (EC 2.3.3.9),glcB c3705,c3705,glcB,glcB,9.133647306,9.914535719,10.75739524,8.085698715,6.726438414,13.04605499,-0.093845833,3.294611918,0.067829645,0.794523428,0.947275461,no
3170,c5615,NA,NA,NA,NA,NA,NA,NA,NA,rrfG,153.0908347,223.2677178,407.4514534,66.93803436,396.5674126,245.3437206,-0.145574012,7.958584625,0.06965184,0.791844376,0.947275461,no
2327,c4131,134,P0ADX2,YHFA_ECOL6,reviewed,Protein YhfA,yhfA c4131,c4131,yhfA,yhfA,14.72289417,19.82907144,16.80087571,24.14158616,14.47646528,15.86945495,0.088791176,4.164075789,0.065801126,0.797551422,0.947389022,no
2751,c4877,336,P0A9D0,GLPX_ECOL6,reviewed,"Fructose-1,6-bisphosphatase class 2 (FBPase class 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 2)",glpX c4877,c4877,glpX,glpX,20.8574334,15.44379602,13.65826586,15.76711249,19.44818063,11.78039293,-0.089442078,4.025406717,0.065829604,0.797508572,0.947389022,no
341,c0593,624,P0A6Z4,HTPG_ECOL6,reviewed,Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G),htpG c0593,c0593,htpG,htpG,69.79742419,96.92094212,173.8104983,102.0530688,61.41530726,206.9844246,0.121982857,6.891586569,0.065418858,0.798127587,0.947720857,no
2710,c4803,328,P0C0K4,SRKA_ECOL6,reviewed,Stress response kinase A (EC 2.7.11.1) (Serine/threonine-protein kinase SrkA),srkA c4803,c4803,srkA,yihE,26.03771098,24.0236827,23.44870423,30.2058602,25.8821652,21.61361348,0.082186082,4.666844063,0.06494661,0.798841854,0.947864006,no
587,c1029,447,P0AAZ5,RARA_ECOL6,reviewed,Replication-associated recombination protein A,rarA c1029,c1029,rarA,ycaJ,14.31392488,9.978090435,8.581742269,12.82160796,8.481161479,9.249068833,-0.091702875,3.429421872,0.064987447,0.798779979,0.947864006,no
1829,c3314,236,Q8FEJ5,ISPD_ECOL6,reviewed,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT),ispD c3314,c3314,ispD,ygbP,5.589246859,4.893713143,4.23043633,3.811829394,7.311346102,4.867930965,0.094658399,2.385677797,0.064739177,0.799156467,0.947885067,no
2964,c5258,419,A0A0H2VDF7,A0A0H2VDF7_ECOL6,unreviewed,HflK protein,hflK c5258,c5258,hflK,hflK,40.35163586,27.58274681,29.4921847,30.72565512,37.58031897,34.75702709,0.081919188,5.06751601,0.064395008,0.799679653,0.948153409,no
213,c0381,383,A0A0H2V4J1,A0A0H2V4J1_ECOL6,unreviewed,Uncharacterized protein,c0381,c0381,,c0381,2.999108071,2.160860349,2.659131407,1.732649725,4.386807661,2.531324102,0.107671969,1.498776086,0.063582099,0.800921328,0.949273125,no
2217,c3984,130,P0A7X4,RS9_ECOL6,reviewed,30S ribosomal protein S9,rpsI c3984,c3984,rpsI,rpsI,14.31392488,20.65528275,20.78957282,8.547738642,28.22179596,23.65814449,0.106022117,4.281256048,0.062711124,0.802261101,0.949723879,no
2220,c3987,132,P0ADW4,YHCB_ECOL6,reviewed,Putative cytochrome d ubiquinol oxidase subunit 3 (EC 1.10.3.-) (Cytochrome bd-I oxidase subunit III),yhcB c3987,c3987,yhcB,yhcB,30.1274038,38.32349384,46.41393002,36.90543914,45.18411891,39.52759943,0.080398474,5.306636109,0.061794926,0.803681153,0.949723879,no
2747,c4873,146,A0A0H2VD42,A0A0H2VD42_ECOL6,unreviewed,Uncharacterized protein,yiiR c4873,c4873,yiiR,yiiR,3.135431165,4.44883013,2.900870626,3.869584385,3.655673051,3.796986153,0.087541525,1.94857293,0.061853699,0.803589724,0.949723879,no
1761,c3141,158,Q8FEY4,PAST_ECOL6,reviewed,Persistence and stress-resistance toxin PasT (Ribosome association toxin RatA),pasT ratA yfjG c3141,c3141,"pasT,ratA,yfjG",yfjG,16.76774058,23.51524497,19.94348555,22.52444642,21.34913062,12.94869637,-0.086805766,4.302495341,0.06207872,0.803240101,0.949723879,no
408,c0729,204,A0A0H2V556,A0A0H2V556_ECOL6,unreviewed,Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.-),phpB c0729,c0729,phpB,phpB,4.907631388,3.177735807,3.867827501,3.465299449,5.995303804,3.407551675,0.095042713,2.080299732,0.06250694,0.802576615,0.949723879,no
905,c1672,269,A0A0H2V831,A0A0H2V831_ECOL6,unreviewed,Protein sirB1,ychA c1672,c1672,ychA,ychA,16.90406367,9.660316854,10.51565602,12.76385297,12.42928837,9.443786072,-0.090171099,3.594889086,0.06313811,0.801603065,0.949723879,no
420,c0742,512,Q8FJY4,LNT_ECOL6,reviewed,Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.-) (Copper homeostasis protein CutE),lnt cutE c0742,c0742,"lnt,cutE",lnt,7.497770177,4.512384846,4.593045158,4.042849358,7.603799947,3.991703391,-0.098907543,2.444836211,0.061825475,0.803633624,0.949723879,no
834,c1521,NA,NA,NA,NA,NA,NA,NA,NA,c1521,4.498662106,4.003947117,5.439132424,6.006519046,3.655673051,4.867930965,0.090070124,2.310682481,0.062136499,0.803150436,0.949723879,no
2454,c4342,1157,A0A0H2VBS4,A0A0H2VBS4_ECOL6,unreviewed,Cellulose synthase operon protein C,yhjL c4342,c4342,yhjL,yhjL,68.84316253,70.99061793,97.30003558,67.68884925,71.6511918,84.50728155,-0.083022879,6.266638664,0.061574429,0.804024577,0.9497782,no
1546,c2817,485,Q8FFK3,NUON_ECOL6,reviewed,NADH-quinone oxidoreductase subunit N (EC 1.6.5.11) (NADH dehydrogenase I subunit N) (NDH-1 subunit N),nuoN c2817,c2817,nuoN,nuoN,29.30946524,29.9342713,28.76696704,22.58220141,38.31145358,32.51777885,0.081196285,4.923801811,0.061221166,0.804576146,0.950078267,no
2262,c4052,72,A0A0H2VBN5,A0A0H2VBN5_ECOL6,unreviewed,Putative regulator,yhdL c4052,c4052,yhdL,yhdL,5.043954482,4.385275414,7.735655003,6.295294,6.287757648,5.5494413,0.089786669,2.593950754,0.060893303,0.805089569,0.950333085,no
3168,c5613,NA,NA,NA,NA,NA,NA,NA,NA,rrlE,194512.7432,70296.40977,120782.4624,76490.88311,168597.7402,114809.1782,-0.099486468,16.92286478,0.060433281,0.805812428,0.950834842,no
750,c1340,97,A0A0H2V779,A0A0H2V779_ECOL6,unreviewed,Negative regulator of flagellin synthesis,flgM c1340,c1340,flgM,flgM,7.497770177,6.546135763,6.406089299,7.277128844,5.410396116,8.859634356,0.086880581,2.848877713,0.060107584,0.806325981,0.951059449,no
2151,c3903,196,Q8FD98,DIAA_ECOL6,reviewed,DnaA initiator-associating protein DiaA,diaA c3903,c3903,diaA,yraO,9.678939683,13.66426397,10.03217758,11.14671323,9.358523011,11.0988826,-0.082395488,3.469193081,0.059746946,0.80689635,0.951059449,no
3142,c5586,NA,NA,NA,NA,NA,NA,NA,NA,gltT,1.635877129,3.050626375,3.505218673,2.425709615,4.386807661,0.973586193,-0.121059274,1.490842153,0.059747277,0.806895827,0.951059449,no
1660,c3008,156,P0AE53,BCP_ECOL6,reviewed,Putative peroxiredoxin bcp (EC 1.11.1.15) (Bacterioferritin comigratory protein) (Thioredoxin reductase),bcp c3008,c3008,bcp,bcp,11.17849372,17.98598467,8.702611878,12.70609798,12.13683453,11.00152398,-0.088755587,3.649443739,0.059335643,0.807549082,0.95124231,no
2195,c3957,328,Q8FD73,KDSD_ECOL6,reviewed,Arabinose 5-phosphate isomerase KdsD (API) (L-API) (EC 5.3.1.13),kdsD c3957,c3957,kdsD,c3957,35.58032757,33.55689013,38.5574054,39.10012879,41.23599202,33.19928918,0.076326151,5.210821088,0.059273869,0.807647323,0.95124231,no
1033,c1910,90,A0A0H2V9L9,A0A0H2V9L9_ECOL6,unreviewed,Uncharacterized protein,c1910,c1910,,c1910,4.6349852,6.482581047,4.23043633,5.717744092,4.825488428,3.991703391,-0.087093704,2.384387061,0.058688477,0.808580993,0.951578116,no
70,c0113,383,P0A9A7,FTSZ_ECOL6,reviewed,Cell division protein FtsZ,ftsZ c0113,c0113,ftsZ,ftsZ,163.9966822,145.5403,161.7235374,158.7684698,127.0711953,158.305115,-0.084960664,7.255148021,0.058728972,0.808516248,0.951578116,no
489,c0856,384,Q8FJQ2,BIOF_ECOL6,reviewed,8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase),bioF c0856,c0856,bioF,bioF,2.726461882,1.65242262,3.021740235,3.234279486,2.924538441,1.557737909,0.10187699,1.420752502,0.058535062,0.808826498,0.951578116,no
1673,c3026,525,P64294,GUAA_ECOL6,reviewed,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase),guaA c3026,c3026,guaA,guaA,17.58567914,20.01973559,17.28435415,11.49324317,21.34913062,25.80003411,0.088285829,4.252307882,0.058146654,0.809449578,0.951960407,no
2272,c4062,144,P66071,RL15_ECOL6,reviewed,50S ribosomal protein L15,rplO c4062,c4062,rplO,rplO,421.1020377,796.9761405,766.0715845,501.8331153,626.8748148,731.4553068,-0.093262496,9.324028562,0.057185018,0.811001762,0.952091655,no
3060,c5454,225,A0A0H2VDY0,A0A0H2VDY0_ECOL6,unreviewed,Uncharacterized protein,yjjG c5454,c5454,yjjG,yjjG,0.954261659,1.779532052,2.17565297,1.617139743,1.900949987,1.168303432,-0.103858222,0.837215766,0.057245897,0.810903091,0.952091655,no
2478,c4390,274,A0A0H2VDI1,A0A0H2VDI1_ECOL6,unreviewed,BAX protein,bax c4390,c4390,bax,bax,7.906739459,8.452777247,8.21913344,9.12528855,10.52833839,6.523027493,0.084445329,3.109250594,0.057684478,0.810193871,0.952091655,no
2678,c4742,289,A0A0H2VCK4,A0A0H2VCK4_ECOL6,unreviewed,Phospholipase A1 (EC 3.1.1.32),pldA c4742,c4742,pldA,pldA,13.22334013,9.596762138,9.306959925,10.51140833,14.6226922,4.965289584,-0.098164027,3.388718889,0.056878706,0.811499078,0.952091655,no
2851,c5039,369,A0A0H2VEQ4,A0A0H2VEQ4_ECOL6,unreviewed,Putative lactate dehydrogenase,c5039,c5039,,c5039,1.908523318,1.779532052,2.780001017,1.905914697,3.070765363,2.044531005,0.096117176,1.249666765,0.056826259,0.81158437,0.952091655,no
736,c1313,511,P67555,OPGG_ECOL6,reviewed,Glucans biosynthesis protein G,mdoG opgG c1313,c1313,"mdoG,opgG",mdoG,24.12918766,15.82512432,13.53739625,9.991613412,21.93403831,18.40077905,-0.093270364,4.117471255,0.057792043,0.810020367,0.952091655,no
2957,c5251,522,A0A0H2VDW3,A0A0H2VDW3_ECOL6,unreviewed,ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (EC 5.1.99.6) (ADP-dependent NAD(P)HX dehydratase) (NAD(P)H-hydrate epimerase) (NAD(P)HX epimerase),yjeF nnrD nnrE c5251,c5251,"yjeF,nnrD,nnrE",yjeF,9.951585871,8.262113099,10.87826485,9.760593449,11.40569992,9.541144691,0.079262681,3.337121602,0.056786875,0.811648445,0.952091655,no
2146,c3885,154,Q8FDB4,YHAV_ECOL6,reviewed,Toxin YhaV (EC 3.1.-.-) (Ribonuclease YhaV),yhaV c3885,c3885,yhaV,yhaV,9.2699704,12.45672436,10.87826485,12.76385297,11.11324608,10.6120895,0.078277706,3.512625214,0.05575926,0.813328702,0.952444092,no
1822,c3306,172,A0A0H2V9Y9,A0A0H2V9Y9_ECOL6,unreviewed,Uncharacterized protein,c3306,c3306,,c3306,26.71932645,28.59962227,33.84349064,27.14484569,21.93403831,35.24382019,-0.078374216,4.863939792,0.056099232,0.812771017,0.952444092,no
1012,c1851,184,A0A0H2V7G8,A0A0H2V7G8_ECOL6,unreviewed,Ribosomal-protein-serine acetyltransferase (EC 2.3.1.-),rimL c1851,c1851,rimL,rimL,8.997324212,9.215433841,8.098263831,10.97344826,8.042480713,8.664917117,0.079969931,3.205983513,0.055004335,0.814573523,0.952444092,no
2555,c4510,191,A0A0H2VC39,A0A0H2VC39_ECOL6,unreviewed,Uncharacterized protein,c4510,c4510,,c4510,146.8199724,138.4221718,149.6365765,201.102878,99.72676084,107.2891985,-0.090475933,7.137219664,0.055053867,0.814491572,0.952444092,no
945,c1732,206,P0AFR5,YCIO_ECOL6,reviewed,Uncharacterized protein YciO,yciO c1732,c1732,yciO,yciO,11.17849372,13.02871681,10.87826485,13.74568782,10.52833839,8.859634356,-0.07975066,3.536759476,0.054670273,0.815127245,0.952444092,no
1855,c3366,251,Q8FEF2,XNI_ECOL6,reviewed,Flap endonuclease Xni (FEN) (EC 3.1.-.-),xni ygdG c3366,c3366,"xni,ygdG",exo,2.453815694,4.194611266,5.076523596,3.869584385,4.679261506,2.628682721,-0.090834573,1.999861047,0.055202402,0.814246056,0.952444092,no
773,c1366,260,A0A0H2V696,A0A0H2V696_ECOL6,unreviewed,4-amino-4-deoxychorismate lyase (EC 4.-.-.-),pabC c1366,c1366,pabC,pabC,9.406293494,11.69406777,12.20783055,11.89752811,13.59910375,9.833220549,0.078651344,3.5384138,0.054855025,0.81482079,0.952444092,no
796,c1399,264,P0AFK7,POTC_ECOL6,reviewed,Spermidine/putrescine transport system permease protein PotC,potC c1399,c1399,potC,potC,4.6349852,4.067501833,3.384349064,3.52305444,4.825488428,3.212834437,-0.082694577,2.031612906,0.05511753,0.814386299,0.952444092,no
1573,c2847,297,A0A0H2V929,A0A0H2V929_ECOL6,unreviewed,Uncharacterized protein,yfcH c2847,c2847,yfcH,yfcH,4.771308294,6.291916898,4.955653986,4.331624312,6.43398457,6.523027493,0.083530629,2.516832228,0.054428931,0.81552839,0.952444092,no
1479,c2710,328,A0A0H2VB92,A0A0H2VB92_ECOL6,unreviewed,Uncharacterized protein,yeiR c2710,c2710,yeiR,yeiR,3.135431165,3.177735807,2.05478336,3.754074404,2.632084597,2.433965482,0.09017242,1.629907902,0.05560176,0.81358767,0.952444092,no
1698,c3056,404,P0A6B8,ISCS_ECOL6,reviewed,Cysteine desulfurase IscS (EC 2.8.1.7),iscS c3056,c3056,iscS,yfhO,17.72200224,13.60070926,8.823481488,10.16487838,14.33023836,18.30342043,0.089696636,3.803371775,0.055060234,0.81448104,0.952444092,no
647,c1128,576,A0A0H2V5U0,A0A0H2V5U0_ECOL6,unreviewed,Histidine kinase (EC 2.7.13.3),torS c1128,c1128,torS,torS,0.817938565,1.334649039,2.05478336,2.021424679,0.877361532,0.778868954,-0.116409132,0.630610964,0.054573134,0.815288592,0.952444092,no
269,c0499,94,P0C038,YAIE_ECOL6,reviewed,UPF0345 protein YaiE,yaiE c0499,c0499,yaiE,yaiE,5.316600671,4.385275414,3.988697111,5.140194183,2.924538441,4.575855107,-0.083072062,2.204183773,0.052459862,0.818836911,0.952692086,no
951,c1738,152,A0A0H2V9B6,A0A0H2V9B6_ECOL6,unreviewed,Uncharacterized protein,c1738,c1738,,c1738,6.679831612,5.465705589,6.406089299,6.699578936,7.750026869,5.160006823,0.080773135,2.701846673,0.052176633,0.819318149,0.952692086,no
1355,c2451,240,A0A0H2V9R8,A0A0H2V9R8_ECOL6,unreviewed,Putative thioesterase,c2451,c2451,,c2451,36.26194304,39.97591646,38.5574054,43.83603803,25.15103059,39.62495805,-0.07654376,5.22870249,0.053051827,0.817835488,0.952692086,no
774,c1369,269,A0A0H2V6C3,A0A0H2V6C3_ECOL6,unreviewed,Uncharacterized protein,yceG c1369,c1369,yceG,yceG,8.043062553,6.991018776,5.197393205,6.757333926,5.849076882,6.425668874,-0.082379835,2.752537504,0.053810097,0.816561288,0.952692086,no
1658,c3006,292,P63943,DAPA_ECOL6,reviewed,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),dapA c3006,c3006,dapA,dapA,118.8737381,119.8006399,94.52003457,136.9370832,86.27388401,91.3223849,-0.082274724,6.757727586,0.052681584,0.818461132,0.952692086,no
2815,c4975,294,A0A0H2VEL9,A0A0H2VEL9_ECOL6,unreviewed,Acetate operon repressor,iclR c4975,c4975,iclR,iclR,8.179385647,6.482581047,4.593045158,6.064274036,5.410396116,6.620386112,-0.082727628,2.680184842,0.052547204,0.818688781,0.952692086,no
1943,c3533,316,Q8FE30,GSHB_ECOL6,reviewed,Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase),gshB c3533,c3533,gshB,gshB,12.81437085,10.16875458,10.87826485,9.183043541,10.82079223,12.07246879,-0.077496336,3.476434849,0.054012565,0.816222661,0.952692086,no
2901,c5163,317,A0A0H2VD96,A0A0H2VD96_ECOL6,unreviewed,Uncharacterized protein,c5163,c5163,,c5163,93.24499638,122.3428286,131.6270047,109.6767276,116.6890838,102.3239089,-0.079552507,6.818167201,0.052594691,0.8186083,0.952692086,no
2405,c4255,352,P0AC31,FTSX_ECOL6,reviewed,Cell division protein FtsX,ftsX c4255,c4255,ftsX,ftsX,14.99554035,16.27000733,14.98783157,9.991613412,23.10385368,16.35624804,0.084587669,4.003454061,0.052732356,0.8183752,0.952692086,no
